step, arrivals_sum, infringement_sum 
538502,21513, 2779
539002,21565, 2781
539502,21601, 2787
540002,21646, 2789
540502,21685, 2793
541002,21736, 2795
541502,21784, 2795
542002,21830, 2795
542502,21874, 2799
543002,21916, 2801
543502,21957, 2806
544002,21998, 2807
544502,22042, 2810
545002,22065, 2812
545502,22111, 2818
546002,22162, 2820
546502,22201, 2822
547002,22252, 2823
547502,22297, 2827
548002,22335, 2831
548502,22372, 2831
549002,22418, 2833
549502,22456, 2835
550002,22501, 2835
550502,22536, 2836
551002,22569, 2838
551502,22609, 2840
552002,22642, 2840
552502,22684, 2843
553002,22723, 2845
553502,22768, 2849
554002,22821, 2849
554502,22862, 2852
555002,22909, 2855
555502,22949, 2855
556002,22993, 2857
556502,23029, 2860
557002,23067, 2862
557502,23108, 2865
558002,23148, 2867
558502,23184, 2867
559002,23221, 2868
559502,23269, 2869
560002,23307, 2875
560502,23350, 2878
561002,23389, 2880
561502,23438, 2884
562002,23474, 2888
562502,23521, 2889
563002,23560, 2889
563502,23610, 2889
564002,23657, 2890
564502,23699, 2891
565002,23743, 2896
565502,23781, 2899
566002,23826, 2902
566502,23867, 2904
567002,23914, 2907
567502,23963, 2908
568002,24010, 2908
568502,24069, 2908
569002,24122, 2911
569502,24171, 2912
570002,24219, 2916
570502,24272, 2916
571002,24326, 2918
571502,24377, 2919
572002,24429, 2921
572502,24474, 2925
573002,24534, 2927
573502,24591, 2934
574002,24636, 2938
574502,24682, 2941
575002,24731, 2946
575502,24775, 2950
576002,24824, 2952
576502,24868, 2954
577002,24912, 2956
577502,24956, 2956
578002,25007, 2957
578502,25056, 2958
579002,25096, 2960
579502,25142, 2965
580002,25196, 2967
580502,25248, 2970
581002,25302, 2972
581502,25350, 2977
582002,25409, 2977
582502,25455, 2979
583002,25507, 2980
583502,25561, 2980
584002,25613, 2983
584502,25655, 2987
585002,25705, 2990
585502,25754, 2995
586002,25806, 3000
586502,25858, 3001
587002,25909, 3002
587502,25959, 3005
588002,26009, 3006
588502,26051, 3013
589002,26096, 3014
589502,26145, 3016
590002,26193, 3019
590502,26248, 3021
591002,26305, 3024
591502,26352, 3026
592002,26402, 3028
592502,26453, 3029
593002,26503, 3032
593502,26557, 3033
594002,26608, 3033
594502,26654, 3036
595002,26702, 3036
595502,26751, 3038
596002,26795, 3041
596502,26848, 3044
597002,26894, 3045
597502,26944, 3048
598002,26993, 3051
598502,27031, 3056
599002,27073, 3063
599502,27129, 3063
600002,27188, 3067
600502,27248, 3071
601002,27295, 3078
601502,27342, 3080
602002,27398, 3083
602502,27443, 3085
603002,27478, 3089
603502,27523, 3089
604002,27573, 3091
604502,27625, 3092
605002,27676, 3092
605502,27730, 3094
606002,27781, 3094
606502,27835, 3097
607002,27885, 3102
607502,27940, 3106
608002,27996, 3108
608502,28047, 3111
609002,28100, 3112
609502,28152, 3115
610002,28202, 3120
610502,28254, 3124
611002,28306, 3131
611502,28354, 3132
612002,28406, 3135
612502,28460, 3137
613002,28507, 3140
613502,28561, 3141
614002,28615, 3141
614502,28666, 3145
615002,28714, 3146
615502,28768, 3148
616002,28816, 3154
616502,28867, 3155
617002,28919, 3155
617502,28966, 3155
618002,29023, 3158
618502,29074, 3159
619002,29121, 3160
619502,29172, 3163
620002,29227, 3164
620502,29273, 3172
621002,29327, 3175
621502,29377, 3179
622002,29431, 3181
622502,29484, 3182
623002,29535, 3187
623502,29578, 3188
624002,29625, 3194
624502,29679, 3198
625002,29727, 3202
625502,29782, 3202
626002,29828, 3206
626502,29878, 3211
627002,29936, 3211
627502,29990, 3212
628002,30041, 3215
628502,30086, 3216
629002,30138, 3219
629502,30190, 3221
630002,30250, 3222
630502,30300, 3226
631002,30352, 3230
631502,30401, 3236
632002,30453, 3239
632502,30507, 3243
633002,30568, 3243
633502,30620, 3245
634002,30675, 3247
634502,30740, 3248
635002,30797, 3250
635502,30847, 3251
636002,30902, 3253
636502,30951, 3256
637002,31003, 3257
637502,31053, 3260
638002,31101, 3262
638502,31157, 3263
639002,31212, 3263
639502,31263, 3266
640002,31314, 3268
640502,31370, 3270
641002,31432, 3272
641502,31490, 3276
642002,31544, 3280
642502,31598, 3286
643002,31652, 3288
643502,31700, 3293
644002,31751, 3295
644502,31805, 3297
645002,31861, 3298
645502,31911, 3300
646002,31963, 3300
646502,32015, 3300
647002,32064, 3301
647502,32117, 3303
648002,32166, 3303
648502,32223, 3306
649002,32277, 3308
649502,32338, 3309
650002,32393, 3312
650502,32453, 3315
651002,32513, 3317
651502,32571, 3320
652002,32627, 3325
652502,32689, 3327
653002,32752, 3328
653502,32815, 3331
654002,32875, 3335
654502,32929, 3338
655002,32982, 3340
655502,33042, 3343
656002,33094, 3348
656502,33149, 3349
657002,33204, 3352
657502,33256, 3355
658002,33314, 3356
658502,33373, 3360
659002,33432, 3363
659502,33502, 3365
660002,33560, 3367
660502,33630, 3370
661002,33686, 3377
661502,33749, 3382
662002,33803, 3384
662502,33862, 3389
663002,33920, 3391
663502,33966, 3398
664002,34018, 3401
664502,34064, 3403
665002,34126, 3405
665502,34178, 3411
666002,34231, 3415
666502,34294, 3415
667002,34350, 3420
667502,34405, 3425
668002,34466, 3427
668502,34522, 3430
669002,34581, 3432
669502,34639, 3433
670002,34699, 3434
670502,34762, 3435
671002,34822, 3437
671502,34874, 3441
672002,34930, 3446
672502,34988, 3449
673002,35039, 3453
673502,35094, 3456
674002,35145, 3460
674502,35206, 3461
675002,35265, 3462
675502,35313, 3462
676002,35360, 3467
676502,35405, 3469
677002,35456, 3471
677502,35506, 3473
678002,35561, 3474
678502,35615, 3476
679002,35674, 3476
679502,35731, 3479
680002,35797, 3480
680502,35854, 3485
681002,35917, 3486
681502,35985, 3488
682002,36039, 3489
682502,36106, 3491
683002,36157, 3495
683502,36222, 3502
684002,36269, 3504
684502,36324, 3504
685002,36382, 3509
685502,36435, 3511
686002,36487, 3513
686502,36546, 3514
687002,36605, 3514
687502,36658, 3515
688002,36711, 3518
688502,36772, 3520
689002,36816, 3527
689502,36880, 3529
690002,36935, 3533
690502,36985, 3535
691002,37043, 3537
691502,37106, 3539
692002,37156, 3542
692502,37212, 3544
693002,37261, 3546
693502,37313, 3547
694002,37366, 3549
694502,37424, 3550
695002,37481, 3553
695502,37536, 3555
696002,37594, 3556
696502,37651, 3559
697002,37714, 3562
697502,37767, 3567
698002,37829, 3567
698502,37894, 3571
699002,37953, 3573
699502,38007, 3577
700002,38061, 3581
700502,38126, 3583
701002,38194, 3586
701502,38252, 3593
702002,38304, 3600
702502,38362, 3605
703002,38416, 3608
703502,38478, 3610
704002,38541, 3610
704502,38593, 3613
705002,38650, 3615
705502,38703, 3618
706002,38761, 3618
706502,38818, 3621
707002,38886, 3623
707502,38945, 3628
708002,39006, 3631
708502,39065, 3636
709002,39126, 3637
709502,39190, 3637
710002,39243, 3640
710502,39304, 3641
711002,39366, 3642
711502,39422, 3642
712002,39482, 3642
712502,39543, 3645
713002,39605, 3648
713502,39662, 3653
714002,39723, 3653
714502,39781, 3655
715002,39844, 3659
715502,39905, 3663
716002,39970, 3666
716502,40034, 3668
717002,40101, 3670
717502,40171, 3670
718002,40229, 3673
718502,40285, 3681
719002,40349, 3683
719502,40412, 3686
720002,40473, 3686
720502,40538, 3687
721002,40602, 3688
721502,40664, 3688
722002,40726, 3689
722502,40788, 3689
723002,40853, 3693
723502,40922, 3694
724002,40988, 3696
